Vehicle_ID,Frame_ID,Total_Frames,Global_Time,Local_X,Local_Y,Global_X,Global_Y,v_length,v_Width,v_Class,v_Vel,v_Acc,Lane_ID,O_Zone,D_Zone,Int_ID,Section_ID,Direction,Movement,Preceding,Following,Space_Headway,Time_Headway,Location
10,406,436,1118847019500,5.656,1716.159,6452389.232,1872221.972,17,6.9,2,54.79,-1.8,1,NA,NA,NA,NA,NA,NA,2,12,123.06,2.25,us-101
10,407,436,1118847019600,5.57,1721.626,6452393.386,1872218.367,17,6.9,2,54.68,-1.09,1,NA,NA,NA,NA,NA,NA,2,12,124.06,2.27,us-101
10,408,436,1118847019700,5.546,1727.077,6452397.54,1872214.762,17,6.9,2,54.67,0.84,1,NA,NA,NA,NA,NA,NA,2,12,125.11,2.29,us-101
10,409,436,1118847019800,5.573,1732.526,6452401.693,1872211.156,17,6.9,2,54.9,3.9,1,NA,NA,NA,NA,NA,NA,2,12,126.17,2.3,us-101
10,410,436,1118847019900,5.598,1738.017,6452405.825,1872207.57,17,6.9,2,55.45,6.84,1,NA,NA,NA,NA,NA,NA,2,12,127.22,2.29,us-101
10,411,436,1118847020000,5.583,1743.585,6452410.041,1872203.966,17,6.9,2,56.2,8.49,1,NA,NA,NA,NA,NA,NA,2,12,128.24,2.28,us-101
10,412,436,1118847020100,5.612,1749.239,6452414.327,1872200.243,17,6.9,2,57.07,9.32,1,NA,NA,NA,NA,NA,NA,2,12,129.18,2.26,us-101
10,413,436,1118847020200,5.678,1754.988,6452418.664,1872196.428,17,6.9,2,58.07,10.19,1,NA,NA,NA,NA,NA,NA,2,12,130,2.24,us-101
10,414,436,1118847020300,5.676,1760.847,6452423.056,1872192.655,17,6.9,2,59.21,11.2,1,NA,NA,NA,NA,NA,NA,2,12,130.69,2.21,us-101
10,415,436,1118847020400,5.76,1766.833,6452427.552,1872188.68,17,6.9,2,60.46,11.2,1,NA,NA,NA,NA,NA,NA,2,12,131.26,2.17,us-101
10,416,436,1118847020500,5.891,1772.95,6452432.094,1872184.602,17,6.9,2,61.51,8.76,1,NA,NA,NA,NA,NA,NA,2,12,131.72,2.14,us-101
10,417,436,1118847020600,6.142,1779.205,6452436.71,1872180.303,17,6.9,2,61.89,-0.46,1,NA,NA,NA,NA,NA,NA,2,12,132.07,2.13,us-101
10,418,436,1118847020700,6.297,1785.439,6452441.359,1872176.102,17,6.9,2,61.55,-7.49,1,NA,NA,NA,NA,NA,NA,2,12,132.45,2.15,us-101
10,419,436,1118847020800,6.382,1791.565,6452445.949,1872172.045,17,6.9,2,60.89,-7.66,1,NA,NA,NA,NA,NA,NA,2,12,132.96,2.18,us-101
10,420,436,1118847020900,6.38,1797.59,6452450.455,1872168.173,17,6.9,2,60.32,-3.53,1,NA,NA,NA,NA,NA,NA,2,12,133.59,2.21,us-101
10,421,436,1118847021000,6.375,1803.58,6452454.987,1872164.241,17,6.9,2,60.08,-0.46,1,NA,NA,NA,NA,NA,NA,2,12,134.27,2.23,us-101
10,422,436,1118847021100,6.364,1809.581,6452459.518,1872160.308,17,6.9,2,60.06,0.07,1,NA,NA,NA,NA,NA,NA,2,12,134.95,2.25,us-101
10,423,436,1118847021200,6.353,1815.591,6452464.049,1872156.375,17,6.9,2,60.05,-0.31,1,NA,NA,NA,NA,NA,NA,2,12,135.65,2.26,us-101
10,424,436,1118847021300,6.341,1821.603,6452468.581,1872152.442,17,6.9,2,59.92,-1.69,1,NA,NA,NA,NA,NA,NA,2,12,136.35,2.28,us-101
10,425,436,1118847021400,6.33,1827.604,6452473.134,1872148.49,17,6.9,2,59.61,-4.48,1,NA,NA,NA,NA,NA,NA,2,12,137.04,2.3,us-101
10,426,436,1118847021500,6.334,1833.55,6452477.619,1872144.576,17,6.9,2,59.14,-5.53,1,NA,NA,NA,NA,NA,NA,2,12,137.74,2.33,us-101
10,427,436,1118847021600,6.306,1839.421,6452482.061,1872140.743,17,6.9,2,58.77,-2.73,1,NA,NA,NA,NA,NA,NA,2,12,138.5,2.36,us-101
10,428,436,1118847021700,6.295,1845.251,6452486.442,1872136.94,17,6.9,2,58.75,2.31,1,NA,NA,NA,NA,NA,NA,2,12,139.32,2.37,us-101
10,429,436,1118847021800,6.267,1851.105,6452490.884,1872133.107,17,6.9,2,59.2,7,1,NA,NA,NA,NA,NA,NA,2,12,140.17,2.37,us-101
10,430,436,1118847021900,6.252,1857.037,6452495.368,1872129.22,17,6.9,2,60.05,10.2,1,NA,NA,NA,NA,NA,NA,2,12,140.98,2.35,us-101
10,431,436,1118847022000,6.246,1863.09,6452499.92,1872125.262,17,6.9,2,61.15,11.2,1,NA,NA,NA,NA,NA,NA,2,12,141.68,2.32,us-101
10,432,436,1118847022100,6.34,1869.263,6452504.517,1872121.132,17,6.9,2,62.32,11.2,1,NA,NA,NA,NA,NA,NA,2,12,142.29,2.28,us-101
10,433,436,1118847022200,6.497,1875.565,6452509.167,1872116.872,17,6.9,2,63.35,9.06,1,NA,NA,NA,NA,NA,NA,2,12,142.82,2.25,us-101
10,434,436,1118847022300,6.782,1881.98,6452513.819,1872112.44,17,6.9,2,63.96,3.67,1,NA,NA,NA,NA,NA,NA,2,12,143.3,2.24,us-101
10,435,436,1118847022400,7.158,1888.438,6452518.458,1872107.899,17,6.9,2,64.02,-2.69,1,NA,NA,NA,NA,NA,NA,2,12,143.79,2.25,us-101
10,436,436,1118847022500,7.554,1894.867,6452523.138,1872103.364,17,6.9,2,63.46,-8.62,1,NA,NA,NA,NA,NA,NA,2,12,144.35,2.27,us-101
10,437,436,1118847022600,7.782,1901.182,6452527.835,1872099.081,17,6.9,2,62.42,-11.2,1,NA,NA,NA,NA,NA,NA,2,12,145.03,2.32,us-101
10,438,436,1118847022700,7.911,1907.36,6452532.468,1872094.983,17,6.9,2,61.19,-11.2,1,NA,NA,NA,NA,NA,NA,2,12,145.83,2.38,us-101
10,439,436,1118847022800,7.96,1913.405,6452537.036,1872091.044,17,6.9,2,60.19,-8.16,1,NA,NA,NA,NA,NA,NA,2,12,146.74,2.44,us-101
10,440,436,1118847022900,7.795,1919.341,6452541.634,1872087.361,17,6.9,2,59.69,-1.68,1,NA,NA,NA,NA,NA,NA,2,12,147.77,2.48,us-101
10,441,436,1118847023000,7.593,1925.273,6452546.283,1872083.683,17,6.9,2,59.64,2.02,1,NA,NA,NA,NA,NA,NA,2,12,148.84,2.5,us-101
10,442,436,1118847023100,7.404,1931.234,6452551.001,1872079.929,17,6.9,2,59.92,3.48,1,NA,NA,NA,NA,NA,NA,2,12,149.88,2.5,us-101
10,443,436,1118847023200,7.188,1937.236,6452555.691,1872076.234,17,6.9,2,60.37,4.92,1,NA,NA,NA,NA,NA,NA,2,12,150.88,2.5,us-101
10,444,436,1118847023300,7.03,1943.293,6452560.39,1872072.456,17,6.9,2,60.86,5.64,1,NA,NA,NA,NA,NA,NA,2,12,151.82,2.49,us-101
10,445,436,1118847023400,6.988,1949.424,6452565.109,1872068.509,17,6.9,2,61.23,2.72,1,NA,NA,NA,NA,NA,NA,2,12,152.7,2.49,us-101
10,446,436,1118847023500,6.992,1955.587,6452569.836,1872064.494,17,6.9,2,61.32,-1.35,1,NA,NA,NA,NA,NA,NA,2,12,153.54,2.5,us-101
10,447,436,1118847023600,6.923,1961.724,6452574.55,1872060.586,17,6.9,2,61.18,-2.53,1,NA,NA,NA,NA,NA,NA,2,12,154.4,2.52,us-101
10,448,436,1118847023700,6.791,1967.818,6452579.254,1872056.77,17,6.9,2,61.01,-0.77,1,NA,NA,NA,NA,NA,NA,2,12,155.3,2.55,us-101
10,449,436,1118847023800,6.722,1973.907,6452583.968,1872052.862,17,6.9,2,60.97,0.35,1,NA,NA,NA,NA,NA,NA,2,12,156.21,2.56,us-101
10,450,436,1118847023900,6.779,1980.018,6452588.695,1872048.847,17,6.9,2,60.88,-1.63,1,NA,NA,NA,NA,NA,NA,0,12,0,0,us-101
10,451,436,1118847024000,6.857,1986.112,6452593.414,1872044.9,17,6.9,2,60.61,-3.92,1,NA,NA,NA,NA,NA,NA,0,12,0,0,us-101
10,452,436,1118847024100,6.815,1992.153,6452598.113,1872041.122,17,6.9,2,60.28,-3.61,1,NA,NA,NA,NA,NA,NA,0,12,0,0,us-101
10,453,436,1118847024200,6.715,1998.14,6452602.803,1872037.427,17,6.9,2,60.13,0.14,1,NA,NA,NA,NA,NA,NA,0,12,0,0,us-101
10,454,436,1118847024300,6.645,2004.123,6452607.475,1872033.709,17,6.9,2,60.35,4.7,1,NA,NA,NA,NA,NA,NA,0,12,0,0,us-101
10,455,436,1118847024400,6.557,2010.173,6452612.219,1872029.955,17,6.9,2,60.84,5.74,1,NA,NA,NA,NA,NA,NA,0,12,0,0,us-101
10,456,436,1118847024500,6.501,2016.306,6452617.006,1872026.124,17,6.9,2,61.19,2.27,1,NA,NA,NA,NA,NA,NA,0,12,0,0,us-101
10,457,436,1118847024600,6.427,2022.468,6452621.856,1872022.265,17,6.9,2,61.18,-2.58,1,NA,NA,NA,NA,NA,NA,0,12,0,0,us-101
10,458,436,1118847024700,6.372,2028.582,6452626.642,1872018.434,17,6.9,2,60.96,-3.35,1,NA,NA,NA,NA,NA,NA,0,12,0,0,us-101
10,459,436,1118847024800,6.284,2034.633,6452631.363,1872014.698,17,6.9,2,60.91,1.4,1,NA,NA,NA,NA,NA,NA,0,12,0,0,us-101
10,460,436,1118847024900,6.171,2040.69,6452636.101,1872010.981,17,6.9,2,61.32,7.46,1,NA,NA,NA,NA,NA,NA,0,12,0,0,us-101
10,461,436,1118847025000,6.1,2046.85,6452640.933,1872007.133,17,6.9,2,62.05,8.4,1,NA,NA,NA,NA,NA,NA,0,12,0,0,us-101
10,462,436,1118847025100,6.065,2053.128,6452645.816,1872003.197,17,6.9,2,62.59,3.27,1,NA,NA,NA,NA,NA,NA,0,12,0,0,us-101
10,463,436,1118847025200,5.99,2059.433,6452650.807,1871999.225,17,6.9,2,62.72,-1.33,1,NA,NA,NA,NA,NA,NA,0,12,0,0,us-101
10,464,436,1118847025300,5.988,2065.699,6452655.739,1871995.3,17,6.9,2,62.7,-0.66,1,NA,NA,NA,NA,NA,NA,0,12,0,0,us-101
10,465,436,1118847025400,5.988,2071.939,6452660.587,1871991.442,17,6.9,2,62.86,3.82,1,NA,NA,NA,NA,NA,NA,0,12,0,0,us-101
10,466,436,1118847025500,5.97,2078.226,6452665.524,1871987.536,17,6.9,2,63.29,5.98,1,NA,NA,NA,NA,NA,NA,0,12,0,0,us-101
10,467,436,1118847025600,5.987,2084.603,6452670.509,1871983.546,17,6.9,2,63.7,2.97,1,NA,NA,NA,NA,NA,NA,0,12,0,0,us-101
10,468,436,1118847025700,5.987,2091.015,6452675.551,1871979.534,17,6.9,2,63.81,-1.15,1,NA,NA,NA,NA,NA,NA,0,12,0,0,us-101
10,469,436,1118847025800,5.986,2097.394,6452680.541,1871975.563,17,6.9,2,63.74,-1.31,1,NA,NA,NA,NA,NA,NA,0,12,0,0,us-101
10,470,436,1118847025900,5.987,2103.769,6452685.495,1871971.62,17,6.9,2,63.56,-1.91,1,NA,NA,NA,NA,NA,NA,0,12,0,0,us-101
10,471,436,1118847026000,5.983,2110.116,6452690.44,1871967.685,17,6.9,2,63.27,-2.94,1,NA,NA,NA,NA,NA,NA,0,12,0,0,us-101
10,472,436,1118847026100,5.978,2116.569,6452695.526,1871963.638,17,6.9,2,63.27,0,1,NA,NA,NA,NA,NA,NA,0,12,0,0,us-101
10,473,436,1118847026200,5.973,2122.569,6452700.221,1871959.902,17,6.9,2,63.27,0,1,NA,NA,NA,NA,NA,NA,0,12,0,0,us-101
10,474,436,1118847026300,5.969,2129.069,6452705.307,1871955.854,17,6.9,2,63.27,0,1,NA,NA,NA,NA,NA,NA,0,12,0,0,us-101
12,51,443,1118846984000,4.017,29.877,6451143.223,1873357.377,14.5,5.9,2,45.07,0,1,NA,NA,NA,NA,NA,NA,10,0,55.01,1.22,us-101
12,52,443,1118846984100,3.994,34.377,6451146.248,1873354.045,14.5,5.9,2,45.07,0,1,NA,NA,NA,NA,NA,NA,10,0,54.35,1.21,us-101
12,53,443,1118846984200,3.971,38.876,6451149.272,1873350.713,14.5,5.9,2,45.07,0,1,NA,NA,NA,NA,NA,NA,10,0,53.65,1.19,us-101
12,54,443,1118846984300,3.948,43.377,6451152.297,1873347.381,14.5,5.9,2,45.07,0,1,NA,NA,NA,NA,NA,NA,10,0,53,1.18,us-101
12,55,443,1118846984400,3.924,47.876,6451155.322,1873344.05,14.5,5.9,2,45.07,0,1,NA,NA,NA,NA,NA,NA,10,0,52.45,1.16,us-101
12,56,443,1118846984500,3.979,52.356,6451158.268,1873340.689,14.5,5.9,2,45.07,1.61,1,NA,NA,NA,NA,NA,NA,10,0,51.99,1.15,us-101
12,57,443,1118846984600,3.989,56.867,6451161.278,1873337.323,14.5,5.9,2,45.24,2.09,1,NA,NA,NA,NA,NA,NA,10,0,51.5,1.14,us-101
12,58,443,1118846984700,3.971,61.405,6451164.33,1873333.953,14.5,5.9,2,45.4,1.33,1,NA,NA,NA,NA,NA,NA,10,0,50.92,1.12,us-101
12,59,443,1118846984800,3.941,65.959,6451167.397,1873330.584,14.5,5.9,2,45.49,0.31,1,NA,NA,NA,NA,NA,NA,10,0,50.17,1.1,us-101
12,60,443,1118846984900,3.918,70.513,6451170.455,1873327.215,14.5,5.9,2,45.51,-0.06,1,NA,NA,NA,NA,NA,NA,10,0,49.31,1.08,us-101
12,61,443,1118846985000,3.894,75.06,6451173.514,1873323.846,14.5,5.9,2,45.53,0.38,1,NA,NA,NA,NA,NA,NA,10,0,48.31,1.06,us-101
12,62,443,1118846985100,3.871,79.624,6451176.572,1873320.477,14.5,5.9,2,45.48,-0.89,1,NA,NA,NA,NA,NA,NA,10,0,47.24,1.04,us-101
12,63,443,1118846985200,3.848,84.197,6451179.63,1873317.108,14.5,5.9,2,45.12,-5.45,1,NA,NA,NA,NA,NA,NA,10,0,46.15,1.02,us-101
12,64,443,1118846985300,3.84,88.717,6451182.71,1873313.692,14.5,5.9,2,44.31,-10.91,1,NA,NA,NA,NA,NA,NA,10,0,45.12,1.02,us-101
12,65,443,1118846985400,3.85,93.081,6451185.669,1873310.407,14.5,5.9,2,43.07,-11.2,1,NA,NA,NA,NA,NA,NA,10,23,44.26,1.03,us-101
12,66,443,1118846985500,3.878,97.316,6451188.539,1873307.28,14.5,5.9,2,41.62,-11.2,1,NA,NA,NA,NA,NA,NA,10,23,43.53,1.05,us-101
12,67,443,1118846985600,3.872,101.41,6451191.327,1873304.292,14.5,5.9,2,40.49,-9.26,1,NA,NA,NA,NA,NA,NA,10,23,42.93,1.06,us-101
12,68,443,1118846985700,3.855,105.371,6451193.991,1873301.453,14.5,5.9,2,39.89,-2.72,1,NA,NA,NA,NA,NA,NA,10,23,42.47,1.06,us-101
12,69,443,1118846985800,3.897,109.314,6451196.646,1873298.537,14.5,5.9,2,39.77,1.62,1,NA,NA,NA,NA,NA,NA,10,23,42.03,1.06,us-101
12,70,443,1118846985900,3.953,113.294,6451199.347,1873295.552,14.5,5.9,2,39.92,1.88,1,NA,NA,NA,NA,NA,NA,10,23,41.55,1.04,us-101
12,71,443,1118846986000,4,117.308,6451202.036,1873292.591,14.5,5.9,2,40.05,0.26,1,NA,NA,NA,NA,NA,NA,10,23,41.04,1.02,us-101
12,72,443,1118846986100,4.05,121.33,6451204.724,1873289.629,14.5,5.9,2,39.93,-2.08,1,NA,NA,NA,NA,NA,NA,10,23,40.51,1.01,us-101
12,73,443,1118846986200,4.098,125.339,6451207.433,1873286.646,14.5,5.9,2,39.49,-6.17,1,NA,NA,NA,NA,NA,NA,10,23,39.98,1.01,us-101
12,74,443,1118846986300,4.185,129.289,6451210.071,1873283.683,14.5,5.9,2,38.66,-10.87,1,NA,NA,NA,NA,NA,NA,10,23,39.5,1.02,us-101
12,75,443,1118846986400,4.246,133.096,6451212.628,1873280.844,14.5,5.9,2,37.5,-11.2,1,NA,NA,NA,NA,NA,NA,10,23,39.16,1.04,us-101
12,76,443,1118846986500,4.275,136.789,6451215.113,1873278.13,14.5,5.9,2,36.34,-10.9,1,NA,NA,NA,NA,NA,NA,10,23,38.95,1.07,us-101
12,77,443,1118846986600,4.281,140.338,6451217.515,1873275.539,14.5,5.9,2,35.5,-6.18,1,NA,NA,NA,NA,NA,NA,10,23,38.95,1.1,us-101
12,78,443,1118846986700,4.323,143.829,6451219.848,1873272.969,14.5,5.9,2,35.07,-2.03,1,NA,NA,NA,NA,NA,NA,10,23,39.09,1.11,us-101
12,79,443,1118846986800,4.366,147.31,6451222.2,1873270.378,14.5,5.9,2,34.93,-0.05,1,NA,NA,NA,NA,NA,NA,10,23,39.35,1.13,us-101
12,80,443,1118846986900,4.402,150.793,6451224.56,1873267.788,14.5,5.9,2,35.02,1.35,1,NA,NA,NA,NA,NA,NA,10,23,39.71,1.13,us-101
12,81,443,1118846987000,4.461,154.284,6451226.883,1873265.204,14.5,5.9,2,35.32,4.18,1,NA,NA,NA,NA,NA,NA,10,23,40.11,1.14,us-101
12,82,443,1118846987100,4.499,157.818,6451229.249,1873262.605,14.5,5.9,2,35.85,6.94,1,NA,NA,NA,NA,NA,NA,10,23,40.5,1.13,us-101
12,83,443,1118846987200,4.491,161.427,6451231.723,1873259.958,14.5,5.9,2,36.58,8.11,1,NA,NA,NA,NA,NA,NA,10,23,40.8,1.12,us-101
12,84,443,1118846987300,4.459,165.13,6451234.281,1873257.255,14.5,5.9,2,37.37,7.59,1,NA,NA,NA,NA,NA,NA,10,23,41,1.1,us-101
12,85,443,1118846987400,4.411,168.918,6451236.924,1873254.515,14.5,5.9,2,38.01,5.63,1,NA,NA,NA,NA,NA,NA,10,23,41.13,1.08,us-101
12,86,443,1118846987500,4.317,172.763,6451239.681,1873251.769,14.5,5.9,2,38.43,3.09,1,NA,NA,NA,NA,NA,NA,10,23,41.19,1.07,us-101
12,87,443,1118846987600,4.237,176.638,6451242.412,1873249.031,14.5,5.9,2,38.65,0.69,1,NA,NA,NA,NA,NA,NA,10,23,41.18,1.07,us-101
12,88,443,1118846987700,4.157,180.514,6451245.144,1873246.292,14.5,5.9,2,38.68,-0.2,1,NA,NA,NA,NA,NA,NA,10,23,41.12,1.06,us-101
12,89,443,1118846987800,4.076,184.378,6451247.876,1873243.554,14.5,5.9,2,38.69,0.32,1,NA,NA,NA,NA,NA,NA,10,23,41.05,1.06,us-101
12,90,443,1118846987900,3.997,188.252,6451250.607,1873240.815,14.5,5.9,2,38.69,-0.14,1,NA,NA,NA,NA,NA,NA,10,23,40.93,1.06,us-101
12,91,443,1118846988000,3.916,192.141,6451253.339,1873238.077,14.5,5.9,2,38.48,-3.29,1,NA,NA,NA,NA,NA,NA,10,23,40.75,1.06,us-101
12,92,443,1118846988100,3.843,196.004,6451256.092,1873235.306,14.5,5.9,2,37.89,-8.3,1,NA,NA,NA,NA,NA,NA,10,23,40.56,1.07,us-101
12,93,443,1118846988200,3.821,199.768,6451258.722,1873232.59,14.5,5.9,2,36.91,-11.2,1,NA,NA,NA,NA,NA,NA,10,23,40.48,1.1,us-101
12,94,443,1118846988300,3.766,203.398,6451261.261,1873230.016,14.5,5.9,2,35.7,-11.2,1,NA,NA,NA,NA,NA,NA,10,23,40.57,1.14,us-101
12,95,443,1118846988400,3.73,206.902,6451263.703,1873227.516,14.5,5.9,2,34.59,-9.76,1,NA,NA,NA,NA,NA,NA,10,23,40.86,1.18,us-101
12,96,443,1118846988500,3.739,210.284,6451266.034,1873225.067,14.5,5.9,2,33.85,-5.35,1,NA,NA,NA,NA,NA,NA,10,23,41.37,1.22,us-101
12,97,443,1118846988600,3.82,213.609,6451268.265,1873222.619,14.5,5.9,2,33.56,-0.42,1,NA,NA,NA,NA,NA,NA,10,23,41.99,1.25,us-101
12,98,443,1118846988700,3.914,216.943,6451270.497,1873220.151,14.5,5.9,2,33.63,2.45,1,NA,NA,NA,NA,NA,NA,10,23,42.58,1.27,us-101
12,99,443,1118846988800,4.002,220.324,6451272.767,1873217.651,14.5,5.9,2,33.77,1.22,1,NA,NA,NA,NA,NA,NA,10,23,43.09,1.28,us-101
12,100,443,1118846988900,4.093,223.729,6451275.081,1873215.101,14.5,5.9,2,33.72,-2.16,1,NA,NA,NA,NA,NA,NA,10,23,43.61,1.29,us-101
12,101,443,1118846989000,4.182,227.1,6451277.351,1873212.601,14.5,5.9,2,33.49,-3.37,1,NA,NA,NA,NA,NA,NA,10,23,44.35,1.32,us-101
12,102,443,1118846989100,4.268,230.41,6451279.571,1873210.156,14.5,5.9,2,33.39,0.32,1,NA,NA,NA,NA,NA,NA,10,23,45.27,1.36,us-101
12,103,443,1118846989200,4.344,233.718,6451281.838,1873207.677,14.5,5.9,2,33.65,5.3,1,NA,NA,NA,NA,NA,NA,10,23,46.38,1.38,us-101
12,104,443,1118846989300,4.583,237.099,6451284.154,1873205.107,14.5,5.9,2,34.17,6.41,1,NA,NA,NA,NA,NA,NA,10,23,47.47,1.39,us-101
12,105,443,1118846989400,4.813,240.564,6451286.527,1873202.493,14.5,5.9,2,34.66,3.73,1,NA,NA,NA,NA,NA,NA,10,23,48.43,1.4,us-101
12,106,443,1118846989500,5.042,244.071,6451288.879,1873199.902,14.5,5.9,2,34.91,0.62,1,NA,NA,NA,NA,NA,NA,10,23,49.3,1.41,us-101
12,107,443,1118846989600,5.27,247.574,6451291.232,1873197.31,14.5,5.9,2,34.93,-0.43,1,NA,NA,NA,NA,NA,NA,10,23,50.2,1.44,us-101
12,108,443,1118846989700,5.499,251.056,6451293.584,1873194.719,14.5,5.9,2,34.96,0.73,1,NA,NA,NA,NA,NA,NA,10,23,51.14,1.46,us-101
12,109,443,1118846989800,5.727,254.532,6451295.937,1873192.127,14.5,5.9,2,35.26,4.49,1,NA,NA,NA,NA,NA,NA,10,23,52.05,1.48,us-101
12,110,443,1118846989900,5.941,258.041,6451298.286,1873189.56,14.5,5.9,2,36.02,10.42,1,NA,NA,NA,NA,NA,NA,10,23,52.88,1.47,us-101
12,111,443,1118846990000,6.055,261.712,6451300.804,1873186.967,14.5,5.9,2,37.31,11.2,1,NA,NA,NA,NA,NA,NA,10,23,53.58,1.44,us-101
12,112,443,1118846990100,6.177,265.533,6451303.453,1873184.238,14.5,5.9,2,39,11.2,1,NA,NA,NA,NA,NA,NA,10,23,54.29,1.39,us-101
12,113,443,1118846990200,6.278,269.513,6451306.252,1873181.392,14.5,5.9,2,40.7,11.2,1,NA,NA,NA,NA,NA,NA,10,23,54.96,1.35,us-101
12,114,443,1118846990300,6.367,273.645,6451309.212,1873178.407,14.5,5.9,2,41.98,10.14,1,NA,NA,NA,NA,NA,NA,10,23,55.61,1.32,us-101
12,115,443,1118846990400,6.424,277.942,6451312.283,1873175.36,14.5,5.9,2,42.64,2.93,1,NA,NA,NA,NA,NA,NA,10,23,56.25,1.32,us-101
12,116,443,1118846990500,6.389,282.253,6451315.403,1873172.393,14.5,5.9,2,42.76,-1.53,1,NA,NA,NA,NA,NA,NA,10,23,56.94,1.33,us-101
12,117,443,1118846990600,6.194,286.521,6451318.607,1873169.567,14.5,5.9,2,42.67,-1.09,1,NA,NA,NA,NA,NA,NA,10,23,57.68,1.35,us-101
12,118,443,1118846990700,5.964,290.76,6451321.805,1873166.797,14.5,5.9,2,42.76,2.48,1,NA,NA,NA,NA,NA,NA,10,23,58.4,1.37,us-101
12,119,443,1118846990800,5.774,295.026,6451324.992,1873163.98,14.5,5.9,2,43.14,5.68,1,NA,NA,NA,NA,NA,NA,10,23,59.1,1.37,us-101
12,120,443,1118846990900,5.703,299.361,6451328.165,1873161.012,14.5,5.9,2,43.72,6.44,1,NA,NA,NA,NA,NA,NA,10,23,59.74,1.37,us-101
12,121,443,1118846991000,5.697,303.774,6451331.352,1873157.94,14.5,5.9,2,44.28,5.04,1,NA,NA,NA,NA,NA,NA,10,23,60.31,1.36,us-101
12,122,443,1118846991100,5.677,308.242,6451334.572,1873154.856,14.5,5.9,2,44.69,3,1,NA,NA,NA,NA,NA,NA,10,23,60.76,1.36,us-101
12,123,443,1118846991200,5.666,312.736,6451337.816,1873151.736,14.5,5.9,2,44.91,1.38,1,NA,NA,NA,NA,NA,NA,10,23,61.02,1.36,us-101
12,124,443,1118846991300,5.657,317.242,6451341.063,1873148.61,14.5,5.9,2,45,0.3,1,NA,NA,NA,NA,NA,NA,10,23,61.17,1.36,us-101
12,125,443,1118846991400,5.647,321.747,6451344.306,1873145.49,14.5,5.9,2,45.02,-0.14,1,NA,NA,NA,NA,NA,NA,10,23,61.32,1.36,us-101
12,126,443,1118846991500,5.637,326.247,6451347.549,1873142.37,14.5,5.9,2,45,-0.08,1,NA,NA,NA,NA,NA,NA,10,23,61.56,1.37,us-101
12,127,443,1118846991600,5.626,330.747,6451350.792,1873139.25,14.5,5.9,2,45,0,1,NA,NA,NA,NA,NA,NA,10,23,61.89,1.38,us-101
12,128,443,1118846991700,5.615,335.247,6451354.035,1873136.131,14.5,5.9,2,45,0,1,NA,NA,NA,NA,NA,NA,10,23,62.23,1.38,us-101
12,129,443,1118846991800,5.605,339.755,6451357.278,1873133.011,14.5,5.9,2,44.93,-1.16,1,NA,NA,NA,NA,NA,NA,10,23,62.51,1.39,us-101
12,130,443,1118846991900,5.595,344.247,6451360.521,1873129.891,14.5,5.9,2,44.76,-2.19,1,NA,NA,NA,NA,NA,NA,10,23,62.77,1.4,us-101
12,131,443,1118846992000,5.584,348.707,6451363.764,1873126.771,14.5,5.9,2,44.64,-1.06,1,NA,NA,NA,NA,NA,NA,10,23,63.1,1.41,us-101
12,132,443,1118846992100,5.621,353.153,6451367.007,1873123.652,14.5,5.9,2,44.64,1.02,1,NA,NA,NA,NA,NA,NA,10,23,63.54,1.42,us-101
12,133,443,1118846992200,5.716,357.612,6451370.251,1873120.532,14.5,5.9,2,44.76,2.15,1,NA,NA,NA,NA,NA,NA,10,23,63.99,1.43,us-101
12,134,443,1118846992300,5.813,362.104,6451373.494,1873117.412,14.5,5.9,2,44.92,1.14,1,NA,NA,NA,NA,NA,NA,10,23,64.32,1.43,us-101
12,135,443,1118846992400,5.909,366.611,6451376.737,1873114.293,14.5,5.9,2,44.99,0,1,NA,NA,NA,NA,NA,NA,10,23,64.5,1.43,us-101
12,136,443,1118846992500,6.005,371.11,6451379.98,1873111.173,14.5,5.9,2,44.99,0,1,NA,NA,NA,NA,NA,NA,10,23,64.56,1.43,us-101
12,137,443,1118846992600,6.102,375.609,6451383.223,1873108.053,14.5,5.9,2,44.99,0,1,NA,NA,NA,NA,NA,NA,10,23,64.55,1.43,us-101
12,138,443,1118846992700,6.198,380.108,6451386.466,1873104.933,14.5,5.9,2,44.99,0,1,NA,NA,NA,NA,NA,NA,10,23,64.53,1.43,us-101
12,139,443,1118846992800,6.294,384.607,6451389.709,1873101.814,14.5,5.9,2,44.99,0,1,NA,NA,NA,NA,NA,NA,10,23,64.53,1.43,us-101
12,140,443,1118846992900,6.391,389.106,6451392.952,1873098.694,14.5,5.9,2,44.99,0,1,NA,NA,NA,NA,NA,NA,10,23,64.53,1.43,us-101
12,141,443,1118846993000,6.487,393.605,6451396.195,1873095.574,14.5,5.9,2,44.99,0,1,NA,NA,NA,NA,NA,NA,10,23,64.53,1.43,us-101
12,142,443,1118846993100,6.583,398.103,6451399.438,1873092.455,14.5,5.9,2,44.99,0.02,1,NA,NA,NA,NA,NA,NA,10,23,64.53,1.43,us-101
12,143,443,1118846993200,6.68,402.602,6451402.681,1873089.335,14.5,5.9,2,44.99,0.05,1,NA,NA,NA,NA,NA,NA,10,23,64.53,1.43,us-101
